Flight ID,Flight Number,Date,Route ID,Origin,Destination,Aircraft Type,Scheduled Departure,Actual Departure,Scheduled Arrival,Actual Arrival,Departure Delay Minutes,Flight Status,Passengers,Capacity,Load Factor,Day of Week,Month,Departure Hour,Peak Period,On-Time Flag,Route,Origin City,Origin Region,Destination City,Destination Region,Origin Airport Name,Origin Country,Destination Airport Name,Destination Country,Aircraft Name,Aircraft Age,Aircraft Category,Year,Month Number,Month Name,Year Month,Quarter,Day,Day of Week Number,Weekend Flag,Operated Flag,Cancelled Flag,On Time Flight Flag
FLT-20251002-058,AI0102,2025-10-02,10,DEL,JAI,ATR72-600,2025-10-02 14:50:00,2025-10-02 14:58:00,2025-10-02 17:59:00,2025-10-02 18:09:00,8.0,Operated,55,72,0.7639,Thursday,2025-10,14,Off-Peak,1.0,DEL-JAI,Delhi,North,Jaipur,North,Indira Gandhi International,India,Jaipur International,India,ATR 72-600,6,Regional,2025,10,October,2025-10,Q4,2,4,Weekday,1,0,1
FLT-20251002-059,AI0243,2025-10-02,24,BLR,PNQ,ATR72-600,2025-10-02 08:10:00,2025-10-02 08:18:00,2025-10-02 09:59:00,2025-10-02 09:59:00,8.0,Operated,56,72,0.7778,Thursday,2025-10,8,Peak,1.0,BLR-PNQ,Bengaluru,South,Pune,West,Kempegowda International,India,Pune International,India,ATR 72-600,6,Regional,2025,10,October,2025-10,Q4,2,4,Weekday,1,0,1
FLT-20251002-060,AI0014,2025-10-02,1,DEL,BOM,A320-200,2025-10-02 19:50:00,2025-10-02 20:05:00,2025-10-02 23:07:00,2025-10-02 23:29:00,15.0,Operated,118,180,0.6556,Thursday,2025-10,19,Peak,1.0,DEL-BOM,Delhi,North,Mumbai,West,Indira Gandhi International,India,Chhatrapati Shivaji Maharaj International,India,Airbus A320-200,8,Narrow-body,2025,10,October,2025-10,Q4,2,4,Weekday,1,0,1
FLT-20251002-061,AI0545,2025-10-02,54,HYD,NAG,ATR72-600,2025-10-02 09:35:00,2025-10-02 09:57:00,2025-10-02 12:24:00,2025-10-02 12:50:00,22.0,Operated,55,72,0.7639,Thursday,2025-10,9,Peak,0.0,HYD-NAG,Hyderabad,South,Nagpur,Central,Rajiv Gandhi International,India,Dr. Babasaheb Ambedkar International,India,ATR 72-600,6,Regional,2025,10,October,2025-10,Q4,2,4,Weekday,1,0,0
FLT-20251002-062,AI0526,2025-10-02,52,BLR,IXM,A321neo,2025-10-02 17:30:00,2025-10-02 18:51:00,2025-10-02 20:35:00,2025-10-02 21:45:00,81.0,Operated,177,220,0.8045,Thursday,2025-10,17,Peak,0.0,BLR-IXM,Bengaluru,South,Madurai,South,Kempegowda International,India,Madurai International,India,Airbus A321neo,4,Narrow-body,2025,10,October,2025-10,Q4,2,4,Weekday,1,0,0
FLT-20251002-063,AI0357,2025-10-02,35,HYD,DEL,A320neo,2025-10-02 08:10:00,2025-10-02 08:39:00,2025-10-02 10:00:00,2025-10-02 10:29:00,29.0,Operated,137,186,0.7366,Thursday,2025-10,8,Peak,0.0,HYD-DEL,Hyderabad,South,Delhi,North,Rajiv Gandhi International,India,Indira Gandhi International,India,Airbus A320neo,5,Narrow-body,2025,10,October,2025-10,Q4,2,4,Weekday,1,0,0
FLT-20251002-064,AI0168,2025-10-02,16,BOM,GOI,A320neo,2025-10-02 19:40:00,2025-10-02 19:40:00,2025-10-02 22:44:00,2025-10-02 22:44:00,0.0,Operated,171,186,0.9194,Thursday,2025-10,19,Peak,1.0,BOM-GOI,Mumbai,West,Goa,West,Chhatrapati Shivaji Maharaj International,India,Manohar International,India,Airbus A320neo,5,Narrow-body,2025,10,October,2025-10,Q4,2,4,Weekday,1,0,1
FLT-20251002-065,AI0051,2025-10-02,5,DEL,CCU,A321neo,2025-10-02 07:15:00,2025-10-02 07:20:00,2025-10-02 08:33:00,2025-10-02 08:33:00,5.0,Operated,178,220,0.8091,Thursday,2025-10,7,Peak,1.0,DEL-CCU,Delhi,North,Kolkata,East,Indira Gandhi International,India,Netaji Subhas Chandra Bose International,India,Airbus A321neo,4,Narrow-body,2025,10,October,2025-10,Q4,2,4,Weekday,1,0,1
FLT-20251002-066,AI0312,2025-10-02,31,MAA,BOM,A320neo,2025-10-02 11:25:00,2025-10-02 11:44:00,2025-10-02 13:20:00,2025-10-02 13:36:00,19.0,Operated,157,186,0.8441,Thursday,2025-10,11,Off-Peak,0.0,MAA-BOM,Chennai,South,Mumbai,West,Chennai International,India,Chhatrapati Shivaji Maharaj International,India,Airbus A320neo,5,Narrow-body,2025,10,October,2025-10,Q4,2,4,Weekday,1,0,0
FLT-20251002-067,AI0453,2025-10-02,45,PNQ,GOI,B737 MAX 8,2025-10-02 09:15:00,2025-10-02 09:32:00,2025-10-02 12:27:00,2025-10-02 12:54:00,17.0,Operated,150,189,0.7937,Thursday,2025-10,9,Peak,0.0,PNQ-GOI,Pune,West,Goa,West,Pune International,India,Manohar International,India,Boeing 737 MAX 8,3,Narrow-body,2025,10,October,2025-10,Q4,2,4,Weekday,1,0,0
FLT-20251002-068,AI0374,2025-10-02,37,CCU,GAU,ATR72-600,2025-10-02 08:40:00,2025-10-02 08:51:00,2025-10-02 10:20:00,2025-10-02 10:40:00,11.0,Operated,49,72,0.6806,Thursday,2025-10,8,Peak,1.0,CCU-GAU,Kolkata,East,Guwahati,East,Netaji Subhas Chandra Bose International,India,Lokpriya Gopinath Bordoloi International,India,ATR 72-600,6,Regional,2025,10,October,2025-10,Q4,2,4,Weekday,1,0,1
FLT-20251002-069,AI0555,2025-10-02,55,BOM,NAG,ATR72-600,2025-10-02 14:40:00,2025-10-02 14:33:00,2025-10-02 16:56:00,2025-10-02 17:14:00,0.0,Operated,52,72,0.7222,Thursday,2025-10,14,Off-Peak,1.0,BOM-NAG,Mumbai,West,Nagpur,Central,Chhatrapati Shivaji Maharaj International,India,Dr. Babasaheb Ambedkar International,India,ATR 72-600,6,Regional,2025,10,October,2025-10,Q4,2,4,Weekday,1,0,1
FLT-20251002-070,AI0256,2025-10-02,25,BLR,CCU,ATR72-600,2025-10-02 21:20:00,2025-10-02 21:20:00,2025-10-03 00:52:00,2025-10-03 00:56:00,0.0,Operated,55,72,0.7639,Thursday,2025-10,21,Peak,1.0,BLR-CCU,Bengaluru,South,Kolkata,East,Kempegowda International,India,Netaji Subhas Chandra Bose International,India,ATR 72-600,6,Regional,2025,10,October,2025-10,Q4,2,4,Weekday,1,0,1
FLT-20251002-071,AI0437,2025-10-02,43,COK,BLR,B737 MAX 8,2025-10-02 07:40:00,2025-10-02 07:48:00,2025-10-02 09:26:00,2025-10-02 09:34:00,8.0,Operated,172,189,0.9101,Thursday,2025-10,7,Peak,1.0,COK-BLR,Kochi,South,Bengaluru,South,Cochin International,India,Kempegowda International,India,Boeing 737 MAX 8,3,Narrow-body,2025,10,October,2025-10,Q4,2,4,Weekday,1,0,1
FLT-20251002-072,AI0498,2025-10-02,49,DEL,VNS,ATR72-600,2025-10-02 21:45:00,2025-10-02 22:06:00,2025-10-03 00:08:00,2025-10-03 00:31:00,21.0,Operated,43,72,0.5972,Thursday,2025-10,21,Peak,0.0,DEL-VNS,Delhi,North,Varanasi,North,Indira Gandhi International,India,Lal Bahadur Shastri International,India,ATR 72-600,6,Regional,2025,10,October,2025-10,Q4,2,4,Weekday,1,0,0
FLT-20251002-073,AI0251,2025-10-02,25,BLR,CCU,A321neo,2025-10-02 20:40:00,2025-10-02 20:44:00,2025-10-02 22:50:00,2025-10-02 22:52:00,4.0,Operated,202,220,0.9182,Thursday,2025-10,20,Peak,1.0,BLR-CCU,Bengaluru,South,Kolkata,East,Kempegowda International,India,Netaji Subhas Chandra Bose International,India,Airbus A321neo,4,Narrow-body,2025,10,October,2025-10,Q4,2,4,Weekday,1,0,1
FLT-20251002-074,AI0032,2025-10-02,3,DEL,MAA,B737-800,2025-10-02 16:20:00,2025-10-02 16:23:00,2025-10-02 17:59:00,2025-10-02 17:59:00,3.0,Operated,118,174,0.6782,Thursday,2025-10,16,Off-Peak,1.0,DEL-MAA,Delhi,North,Chennai,South,Indira Gandhi International,India,Chennai International,India,Boeing 737-800,10,Narrow-body,2025,10,October,2025-10,Q4,2,4,Weekday,1,0,1
FLT-20251002-075,AI0543,2025-10-02,54,HYD,NAG,A320neo,2025-10-02 09:45:00,2025-10-02 09:51:00,2025-10-02 12:11:00,2025-10-02 12:15:00,6.0,Operated,156,186,0.8387,Thursday,2025-10,9,Peak,1.0,HYD-NAG,Hyderabad,South,Nagpur,Central,Rajiv Gandhi International,India,Dr. Babasaheb Ambedkar International,India,Airbus A320neo,5,Narrow-body,2025,10,October,2025-10,Q4,2,4,Weekday,1,0,1
FLT-20251002-076,AI0384,2025-10-02,38,CCU,BBS,ATR72-600,2025-10-02 20:10:00,2025-10-02 20:34:00,2025-10-02 21:57:00,2025-10-02 22:18:00,24.0,Operated,60,72,0.8333,Thursday,2025-10,20,Peak,0.0,CCU-BBS,Kolkata,East,Bhubaneswar,East,Netaji Subhas Chandra Bose International,India,Biju Patnaik International,India,ATR 72-600,6,Regional,2025,10,October,2025-10,Q4,2,4,Weekday,1,0,0
FLT-20251002-077,AI0325,2025-10-02,32,HYD,CCU,E190-E2,2025-10-02 21:20:00,2025-10-02 21:26:00,2025-10-02 23:18:00,2025-10-02 23:32:00,6.0,Operated,79,114,0.693,Thursday,2025-10,21,Peak,1.0,HYD-CCU,Hyderabad,South,Kolkata,East,Rajiv Gandhi International,India,Netaji Subhas Chandra Bose International,India,Embraer E190-E2,2,Regional,2025,10,October,2025-10,Q4,2,4,Weekday,1,0,1
FLT-20251002-078,AI0486,2025-10-02,48,DEL,LKO,A321neo,2025-10-02 16:45:00,2025-10-02 17:04:00,2025-10-02 19:44:00,2025-10-02 20:04:00,19.0,Operated,148,220,0.6727,Thursday,2025-10,16,Off-Peak,0.0,DEL-LKO,Delhi,North,Lucknow,North,Indira Gandhi International,India,Chaudhary Charan Singh International,India,Airbus A321neo,4,Narrow-body,2025,10,October,2025-10,Q4,2,4,Weekday,1,0,0
FLT-20251002-079,AI0207,2025-10-02,20,BLR,MAA,E190-E2,2025-10-02 19:35:00,2025-10-02 19:46:00,2025-10-02 21:26:00,2025-10-02 21:36:00,11.0,Operated,87,114,0.7632,Thursday,2025-10,19,Peak,1.0,BLR-MAA,Bengaluru,South,Chennai,South,Kempegowda International,India,Chennai International,India,Embraer E190-E2,2,Regional,2025,10,October,2025-10,Q4,2,4,Weekday,1,0,1
FLT-20251002-080,AI0308,2025-10-02,30,MAA,DEL,B737 MAX 8,2025-10-02 06:35:00,2025-10-02 06:42:00,2025-10-02 08:29:00,2025-10-02 08:36:00,7.0,Operated,141,189,0.746,Thursday,2025-10,6,Off-Peak,1.0,MAA-DEL,Chennai,South,Delhi,North,Chennai International,India,Indira Gandhi International,India,Boeing 737 MAX 8,3,Narrow-body,2025,10,October,2025-10,Q4,2,4,Weekday,1,0,1
FLT-20251002-081,AI0021,2025-10-02,2,DEL,BLR,A320neo,2025-10-02 14:55:00,2025-10-02 15:12:00,2025-10-02 17:25:00,2025-10-02 17:50:00,17.0,Operated,165,186,0.8871,Thursday,2025-10,14,Off-Peak,0.0,DEL-BLR,Delhi,North,Bengaluru,South,Indira Gandhi International,India,Kempegowda International,India,Airbus A320neo,5,Narrow-body,2025,10,October,2025-10,Q4,2,4,Weekday,1,0,0
FLT-20251002-082,AI0052,2025-10-02,5,DEL,CCU,A320neo,2025-10-02 15:45:00,2025-10-02 15:48:00,2025-10-02 18:29:00,2025-10-02 18:34:00,3.0,Operated,154,186,0.828,Thursday,2025-10,15,Off-Peak,1.0,DEL-CCU,Delhi,North,Kolkata,East,Indira Gandhi International,India,Netaji Subhas Chandra Bose International,India,Airbus A320neo,5,Narrow-body,2025,10,October,2025-10,Q4,2,4,Weekday,1,0,1
FLT-20251002-083,AI0193,2025-10-02,19,BOM,JAI,B737-800,2025-10-02 23:35:00,2025-10-02 23:56:00,2025-10-03 02:38:00,2025-10-03 02:53:00,21.0,Operated,144,174,0.8276,Thursday,2025-10,23,Off-Peak,0.0,BOM-JAI,Mumbai,West,Jaipur,North,Chhatrapati Shivaji Maharaj International,India,Jaipur International,India,Boeing 737-800,10,Narrow-body,2025,10,October,2025-10,Q4,2,4,Weekday,1,0,0
FLT-20251002-084,AI0204,2025-10-02,20,BLR,MAA,A320neo,2025-10-02 22:40:00,2025-10-02 23:07:00,2025-10-03 00:27:00,2025-10-03 00:52:00,27.0,Operated,136,186,0.7312,Thursday,2025-10,22,Off-Peak,0.0,BLR-MAA,Bengaluru,South,Chennai,South,Kempegowda International,India,Chennai International,India,Airbus A320neo,5,Narrow-body,2025,10,October,2025-10,Q4,2,4,Weekday,1,0,0
FLT-20251002-085,AI0225,2025-10-02,22,BLR,COK,B737-800,2025-10-02 13:00:00,2025-10-02 13:25:00,2025-10-02 15:17:00,2025-10-02 15:56:00,25.0,Operated,149,174,0.8563,Thursday,2025-10,13,Off-Peak,0.0,BLR-COK,Bengaluru,South,Kochi,South,Kempegowda International,India,Cochin International,India,Boeing 737-800,10,Narrow-body,2025,10,October,2025-10,Q4,2,4,Weekday,1,0,0
FLT-20251002-086,AI0116,2025-10-02,11,BOM,BLR,E190-E2,2025-10-02 15:45:00,2025-10-02 15:59:00,2025-10-02 17:11:00,2025-10-02 17:25:00,14.0,Operated,84,114,0.7368,Thursday,2025-10,15,Off-Peak,1.0,BOM-BLR,Mumbai,West,Bengaluru,South,Chhatrapati Shivaji Maharaj International,India,Kempegowda International,India,Embraer E190-E2,2,Regional,2025,10,October,2025-10,Q4,2,4,Weekday,1,0,1
FLT-20251002-087,AI0557,2025-10-02,55,BOM,NAG,E190-E2,2025-10-02 21:15:00,2025-10-02 21:15:00,2025-10-03 00:26:00,2025-10-03 00:34:00,0.0,Operated,82,114,0.7193,Thursday,2025-10,21,Peak,1.0,BOM-NAG,Mumbai,West,Nagpur,Central,Chhatrapati Shivaji Maharaj International,India,Dr. Babasaheb Ambedkar International,India,Embraer E190-E2,2,Regional,2025,10,October,2025-10,Q4,2,4,Weekday,1,0,1
FLT-20251002-088,AI0188,2025-10-02,18,BOM,AMD,A320-200,2025-10-02 15:50:00,2025-10-02 16:32:00,2025-10-02 17:50:00,2025-10-02 18:37:00,42.0,Operated,146,180,0.8111,Thursday,2025-10,15,Off-Peak,0.0,BOM-AMD,Mumbai,West,Ahmedabad,West,Chhatrapati Shivaji Maharaj International,India,Sardar Vallabhbhai Patel International,India,Airbus A320-200,8,Narrow-body,2025,10,October,2025-10,Q4,2,4,Weekday,1,0,0
FLT-20251002-089,AI0271,2025-10-02,27,MAA,HYD,E190-E2,2025-10-02 12:15:00,2025-10-02 12:18:00,2025-10-02 14:27:00,2025-10-02 14:28:00,3.0,Operated,83,114,0.7281,Thursday,2025-10,12,Off-Peak,1.0,MAA-HYD,Chennai,South,Hyderabad,South,Chennai International,India,Rajiv Gandhi International,India,Embraer E190-E2,2,Regional,2025,10,October,2025-10,Q4,2,4,Weekday,1,0,1
FLT-20251002-090,AI0312,2025-10-02,31,MAA,BOM,ATR72-600,2025-10-02 19:25:00,2025-10-02 19:50:00,2025-10-02 21:21:00,2025-10-02 21:35:00,25.0,Operated,58,72,0.8056,Thursday,2025-10,19,Peak,0.0,MAA-BOM,Chennai,South,Mumbai,West,Chennai International,India,Chhatrapati Shivaji Maharaj International,India,ATR 72-600,6,Regional,2025,10,October,2025-10,Q4,2,4,Weekday,1,0,0
FLT-20251002-091,AI0353,2025-10-02,35,HYD,DEL,E190-E2,2025-10-02 13:15:00,2025-10-02 13:23:00,2025-10-02 14:55:00,2025-10-02 14:55:00,8.0,Operated,87,114,0.7632,Thursday,2025-10,13,Off-Peak,1.0,HYD-DEL,Hyderabad,South,Delhi,North,Rajiv Gandhi International,India,Indira Gandhi International,India,Embraer E190-E2,2,Regional,2025,10,October,2025-10,Q4,2,4,Weekday,1,0,1
FLT-20251002-092,AI0444,2025-10-02,44,COK,MAA,A320-200,2025-10-02 21:05:00,2025-10-02 21:27:00,2025-10-02 23:43:00,2025-10-03 00:18:00,22.0,Operated,136,180,0.7556,Thursday,2025-10,21,Peak,0.0,COK-MAA,Kochi,South,Chennai,South,Cochin International,India,Chennai International,India,Airbus A320-200,8,Narrow-body,2025,10,October,2025-10,Q4,2,4,Weekday,1,0,0
FLT-20251002-093,AI0555,2025-10-02,55,BOM,NAG,ATR72-600,2025-10-02 07:50:00,2025-10-02 08:23:00,2025-10-02 10:37:00,2025-10-02 11:15:00,33.0,Operated,51,72,0.7083,Thursday,2025-10,7,Peak,0.0,BOM-NAG,Mumbai,West,Nagpur,Central,Chhatrapati Shivaji Maharaj International,India,Dr. Babasaheb Ambedkar International,India,ATR 72-600,6,Regional,2025,10,October,2025-10,Q4,2,4,Weekday,1,0,0
FLT-20251002-094,AI0456,2025-10-02,45,PNQ,GOI,A320neo,2025-10-02 23:30:00,2025-10-02 23:39:00,2025-10-03 01:32:00,2025-10-03 01:32:00,9.0,Operated,122,186,0.6559,Thursday,2025-10,23,Off-Peak,1.0,PNQ-GOI,Pune,West,Goa,West,Pune International,India,Manohar International,India,Airbus A320neo,5,Narrow-body,2025,10,October,2025-10,Q4,2,4,Weekday,1,0,1
FLT-20251002-095,AI0217,2025-10-02,21,BLR,HYD,A321neo,2025-10-02 21:50:00,2025-10-02 22:11:00,2025-10-03 00:58:00,2025-10-03 01:26:00,21.0,Operated,138,220,0.6273,Thursday,2025-10,21,Peak,0.0,BLR-HYD,Bengaluru,South,Hyderabad,South,Kempegowda International,India,Rajiv Gandhi International,India,Airbus A321neo,4,Narrow-body,2025,10,October,2025-10,Q4,2,4,Weekday,1,0,0
FLT-20251002-096,AI0528,2025-10-02,52,BLR,IXM,A320-200,2025-10-02 19:50:00,2025-10-02 20:10:00,2025-10-02 23:20:00,2025-10-02 23:34:00,20.0,Operated,120,180,0.6667,Thursday,2025-10,19,Peak,0.0,BLR-IXM,Bengaluru,South,Madurai,South,Kempegowda International,India,Madurai International,India,Airbus A320-200,8,Narrow-body,2025,10,October,2025-10,Q4,2,4,Weekday,1,0,0
FLT-20251002-097,AI0201,2025-10-02,20,BLR,MAA,A320-200,2025-10-02 19:05:00,2025-10-02 19:21:00,2025-10-02 21:10:00,2025-10-02 21:38:00,16.0,Operated,137,180,0.7611,Thursday,2025-10,19,Peak,0.0,BLR-MAA,Bengaluru,South,Chennai,South,Kempegowda International,India,Chennai International,India,Airbus A320-200,8,Narrow-body,2025,10,October,2025-10,Q4,2,4,Weekday,1,0,0
FLT-20251002-098,AI0092,2025-10-02,9,DEL,AMD,A320-200,2025-10-02 07:35:00,2025-10-02 07:46:00,2025-10-02 11:03:00,2025-10-02 11:22:00,11.0,Operated,122,180,0.6778,Thursday,2025-10,7,Peak,1.0,DEL-AMD,Delhi,North,Ahmedabad,West,Indira Gandhi International,India,Sardar Vallabhbhai Patel International,India,Airbus A320-200,8,Narrow-body,2025,10,October,2025-10,Q4,2,4,Weekday,1,0,1
FLT-20251002-099,AI0313,2025-10-02,31,MAA,BOM,A330-300,2025-10-02 22:35:00,2025-10-02 22:37:00,2025-10-03 01:20:00,2025-10-03 01:20:00,2.0,Operated,198,300,0.66,Thursday,2025-10,22,Off-Peak,1.0,MAA-BOM,Chennai,South,Mumbai,West,Chennai International,India,Chhatrapati Shivaji Maharaj International,India,Airbus A330-300,12,Wide-body,2025,10,October,2025-10,Q4,2,4,Weekday,1,0,1
FLT-20251002-100,AI0094,2025-10-02,9,DEL,AMD,ATR72-600,2025-10-02 06:25:00,2025-10-02 06:26:00,2025-10-02 09:03:00,2025-10-02 09:03:00,1.0,Operated,60,72,0.8333,Thursday,2025-10,6,Off-Peak,1.0,DEL-AMD,Delhi,North,Ahmedabad,West,Indira Gandhi International,India,Sardar Vallabhbhai Patel International,India,ATR 72-600,6,Regional,2025,10,October,2025-10,Q4,2,4,Weekday,1,0,1
FLT-20251003-001,AI0451,2025-10-03,45,PNQ,GOI,A320neo,2025-10-03 18:35:00,2025-10-03 18:43:00,2025-10-03 20:49:00,2025-10-03 20:58:00,8.0,Operated,174,186,0.9355,Friday,2025-10,18,Peak,1.0,PNQ-GOI,Pune,West,Goa,West,Pune International,India,Manohar International,India,Airbus A320neo,5,Narrow-body,2025,10,October,2025-10,Q4,3,5,Weekday,1,0,1
FLT-20251003-002,AI0452,2025-10-03,45,PNQ,GOI,B737-800,2025-10-03 13:50:00,2025-10-03 13:52:00,2025-10-03 16:32:00,2025-10-03 16:36:00,2.0,Operated,142,174,0.8161,Friday,2025-10,13,Off-Peak,1.0,PNQ-GOI,Pune,West,Goa,West,Pune International,India,Manohar International,India,Boeing 737-800,10,Narrow-body,2025,10,October,2025-10,Q4,3,5,Weekday,1,0,1
FLT-20251003-003,AI0303,2025-10-03,30,MAA,DEL,B737-800,2025-10-03 13:15:00,2025-10-03 13:25:00,2025-10-03 16:32:00,2025-10-03 16:48:00,10.0,Operated,147,174,0.8448,Friday,2025-10,13,Off-Peak,1.0,MAA-DEL,Chennai,South,Delhi,North,Chennai International,India,Indira Gandhi International,India,Boeing 737-800,10,Narrow-body,2025,10,October,2025-10,Q4,3,5,Weekday,1,0,1
FLT-20251003-004,AI0384,2025-10-03,38,CCU,BBS,A320-200,2025-10-03 07:40:00,2025-10-03 07:49:00,2025-10-03 09:56:00,2025-10-03 10:03:00,9.0,Operated,140,180,0.7778,Friday,2025-10,7,Peak,1.0,CCU-BBS,Kolkata,East,Bhubaneswar,East,Netaji Subhas Chandra Bose International,India,Biju Patnaik International,India,Airbus A320-200,8,Narrow-body,2025,10,October,2025-10,Q4,3,5,Weekday,1,0,1
FLT-20251003-005,AI0325,2025-10-03,32,HYD,CCU,E190-E2,2025-10-03 21:00:00,2025-10-03 21:08:00,2025-10-03 22:31:00,2025-10-03 22:41:00,8.0,Operated,92,114,0.807,Friday,2025-10,21,Peak,1.0,HYD-CCU,Hyderabad,South,Kolkata,East,Rajiv Gandhi International,India,Netaji Subhas Chandra Bose International,India,Embraer E190-E2,2,Regional,2025,10,October,2025-10,Q4,3,5,Weekday,1,0,1
FLT-20251003-006,AI0506,2025-10-03,50,DEL,IXC,B737-800,2025-10-03 23:25:00,2025-10-03 23:54:00,2025-10-04 02:11:00,2025-10-04 02:51:00,29.0,Operated,145,174,0.8333,Friday,2025-10,23,Off-Peak,0.0,DEL-IXC,Delhi,North,Chandigarh,North,Indira Gandhi International,India,Chandigarh International,India,Boeing 737-800,10,Narrow-body,2025,10,October,2025-10,Q4,3,5,Weekday,1,0,0
FLT-20251003-007,AI0077,2025-10-03,7,DEL,GOI,ATR72-600,2025-10-03 21:55:00,2025-10-03 22:04:00,2025-10-04 00:42:00,2025-10-04 00:53:00,9.0,Operated,69,72,0.9583,Friday,2025-10,21,Peak,1.0,DEL-GOI,Delhi,North,Goa,West,Indira Gandhi International,India,Manohar International,India,ATR 72-600,6,Regional,2025,10,October,2025-10,Q4,3,5,Weekday,1,0,1
FLT-20251003-008,AI0358,2025-10-03,35,HYD,DEL,A321neo,2025-10-03 21:25:00,2025-10-03 21:31:00,2025-10-03 23:47:00,2025-10-04 00:02:00,6.0,Operated,175,220,0.7955,Friday,2025-10,21,Peak,1.0,HYD-DEL,Hyderabad,South,Delhi,North,Rajiv Gandhi International,India,Indira Gandhi International,India,Airbus A321neo,4,Narrow-body,2025,10,October,2025-10,Q4,3,5,Weekday,1,0,1
FLT-20251003-009,AI0331,2025-10-03,33,HYD,COK,B737 MAX 8,2025-10-03 13:35:00,2025-10-03 13:49:00,2025-10-03 16:21:00,2025-10-03 16:34:00,14.0,Operated,134,189,0.709,Friday,2025-10,13,Off-Peak,1.0,HYD-COK,Hyderabad,South,Kochi,South,Rajiv Gandhi International,India,Cochin International,India,Boeing 737 MAX 8,3,Narrow-body,2025,10,October,2025-10,Q4,3,5,Weekday,1,0,1
FLT-20251003-010,AI0122,2025-10-03,12,BOM,MAA,A320neo,2025-10-03 23:35:00,2025-10-03 23:49:00,2025-10-04 02:23:00,2025-10-04 02:28:00,14.0,Operated,150,186,0.8065,Friday,2025-10,23,Off-Peak,1.0,BOM-MAA,Mumbai,West,Chennai,South,Chhatrapati Shivaji Maharaj International,India,Chennai International,India,Airbus A320neo,5,Narrow-body,2025,10,October,2025-10,Q4,3,5,Weekday,1,0,1
FLT-20251003-011,AI0233,2025-10-03,23,BLR,GOI,A320neo,2025-10-03 07:05:00,2025-10-03 07:36:00,2025-10-03 10:10:00,2025-10-03 10:43:00,31.0,Operated,184,186,0.9892,Friday,2025-10,7,Peak,0.0,BLR-GOI,Bengaluru,South,Goa,West,Kempegowda International,India,Manohar International,India,Airbus A320neo,5,Narrow-body,2025,10,October,2025-10,Q4,3,5,Weekday,1,0,0
FLT-20251003-012,AI0054,2025-10-03,5,DEL,CCU,ATR72-600,2025-10-03 15:35:00,2025-10-03 15:43:00,2025-10-03 17:45:00,2025-10-03 17:57:00,8.0,Operated,58,72,0.8056,Friday,2025-10,15,Off-Peak,1.0,DEL-CCU,Delhi,North,Kolkata,East,Indira Gandhi International,India,Netaji Subhas Chandra Bose International,India,ATR 72-600,6,Regional,2025,10,October,2025-10,Q4,3,5,Weekday,1,0,1
FLT-20251003-013,AI0435,2025-10-03,43,COK,BLR,A320-200,2025-10-03 12:15:00,2025-10-03 12:24:00,2025-10-03 14:12:00,2025-10-03 14:33:00,9.0,Operated,154,180,0.8556,Friday,2025-10,12,Off-Peak,1.0,COK-BLR,Kochi,South,Bengaluru,South,Cochin International,India,Kempegowda International,India,Airbus A320-200,8,Narrow-body,2025,10,October,2025-10,Q4,3,5,Weekday,1,0,1
FLT-20251003-014,AI0446,2025-10-03,44,COK,MAA,A320neo,2025-10-03 22:10:00,2025-10-03 22:10:00,2025-10-04 01:18:00,2025-10-04 01:20:00,0.0,Operated,149,186,0.8011,Friday,2025-10,22,Off-Peak,1.0,COK-MAA,Kochi,South,Chennai,South,Cochin International,India,Chennai International,India,Airbus A320neo,5,Narrow-body,2025,10,October,2025-10,Q4,3,5,Weekday,1,0,1
FLT-20251003-015,AI0557,2025-10-03,55,BOM,NAG,ATR72-600,2025-10-03 05:10:00,2025-10-03 05:40:00,2025-10-03 08:34:00,2025-10-03 09:01:00,30.0,Operated,57,72,0.7917,Friday,2025-10,5,Off-Peak,0.0,BOM-NAG,Mumbai,West,Nagpur,Central,Chhatrapati Shivaji Maharaj International,India,Dr. Babasaheb Ambedkar International,India,ATR 72-600,6,Regional,2025,10,October,2025-10,Q4,3,5,Weekday,1,0,0
FLT-20251003-016,AI0318,2025-10-03,31,MAA,BOM,A320-200,2025-10-03 16:30:00,2025-10-03 16:51:00,2025-10-03 18:57:00,2025-10-03 19:06:00,21.0,Operated,150,180,0.8333,Friday,2025-10,16,Off-Peak,0.0,MAA-BOM,Chennai,South,Mumbai,West,Chennai International,India,Chhatrapati Shivaji Maharaj International,India,Airbus A320-200,8,Narrow-body,2025,10,October,2025-10,Q4,3,5,Weekday,1,0,0
FLT-20251003-017,AI0161,2025-10-03,16,BOM,GOI,A320neo,2025-10-03 19:45:00,2025-10-03 20:06:00,2025-10-03 22:17:00,2025-10-03 22:48:00,21.0,Operated,184,186,0.9892,Friday,2025-10,19,Peak,0.0,BOM-GOI,Mumbai,West,Goa,West,Chhatrapati Shivaji Maharaj International,India,Manohar International,India,Airbus A320neo,5,Narrow-body,2025,10,October,2025-10,Q4,3,5,Weekday,1,0,0
